trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2856,False,"{'a': 0.01, 'e': 0.057498294068089484}",25,11,25.76726931992762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2857,False,"{'a': 0.01, 'e': 0.05744082451358776}",30,12,30.24230168778955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2858,False,"{'a': 0.01, 'e': 0.05738341239991535}",20,3,16.795815302846876,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2859,False,"{'a': 0.01, 'e': 0.05732605766966013}",25,17,13.012879115885495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2860,False,"{'a': 0.01, 'e': 0.05726876026546736}",30,0,45.860900061404244,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
2861,False,"{'a': 0.01, 'e': 0.0572115201300396}",20,4,-29.36306637990465,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
2862,False,"{'a': 0.01, 'e': 0.05715433720613676}",20,15,7.520222300792165,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2863,False,"{'a': 0.01, 'e': 0.05709721143657589}",25,13,24.138090815052752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2864,False,"{'a': 0.01, 'e': 0.057040142764231215}",20,9,6.364102829034016,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2865,False,"{'a': 0.01, 'e': 0.056983131132034036}",30,16,25.654291349891835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2866,False,"{'a': 0.01, 'e': 0.056926176482972754}",25,13,23.320931770871276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2867,False,"{'a': 0.01, 'e': 0.056869278760092706}",20,0,29.20686009210312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2868,False,"{'a': 0.01, 'e': 0.056812437906496156}",25,19,14.982391867811447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2869,False,"{'a': 0.01, 'e': 0.056755653865342225}",25,11,22.78041907289764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2870,False,"{'a': 0.01, 'e': 0.0566989265798469}",25,10,18.008459663624578,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2871,False,"{'a': 0.01, 'e': 0.056642255993282896}",35,26,14.98959370449826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2872,False,"{'a': 0.01, 'e': 0.056585642048979604}",20,9,15.745676720985335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2873,False,"{'a': 0.01, 'e': 0.05652908469032304}",25,18,13.90184975496348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2874,False,"{'a': 0.01, 'e': 0.05647258386075591}",25,5,32.20527615089669,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2875,False,"{'a': 0.01, 'e': 0.05641613950377735}",20,13,11.647351299429573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2876,False,"{'a': 0.01, 'e': 0.05635975156294299}",25,13,23.286723713537455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2877,False,"{'a': 0.01, 'e': 0.05630341998186487}",25,7,-10.234447658240793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2878,False,"{'a': 0.01, 'e': 0.05624714470421144}",20,0,29.36559947871608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2879,False,"{'a': 0.01, 'e': 0.056190925673707405}",25,15,19.216338046029065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2880,False,"{'a': 0.01, 'e': 0.056134762834133725}",25,16,14.89861824711626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2881,False,"{'a': 0.01, 'e': 0.05607865612932754}",20,6,23.521525678768455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2882,False,"{'a': 0.01, 'e': 0.05602260550318217}",25,9,28.671687218937514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2883,False,"{'a': 0.01, 'e': 0.05596661089964698}",20,15,9.257089246518326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2884,False,"{'a': 0.01, 'e': 0.055910672262727355}",20,0,33.24910279002135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2885,False,"{'a': 0.01, 'e': 0.05585478953648462}",30,18,20.52071866285803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2886,False,"{'a': 0.01, 'e': 0.05579896266503611}",20,11,18.699119668525146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2887,False,"{'a': 0.01, 'e': 0.055743191592554905}",20,10,15.308964821383164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2888,False,"{'a': 0.01, 'e': 0.05568747626326995}",25,14,22.62111181135836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2889,False,"{'a': 0.01, 'e': 0.055631816621465865}",25,13,22.388178792223943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2890,False,"{'a': 0.01, 'e': 0.05557621261148306}",25,18,14.3972297148174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2891,False,"{'a': 0.01, 'e': 0.055520664177717505}",25,17,11.47564830808128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2892,False,"{'a': 0.01, 'e': 0.05546517126462075}",25,11,22.355961281181273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2893,False,"{'a': 0.01, 'e': 0.055409733816699856}",20,6,20.350635301759997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2894,False,"{'a': 0.01, 'e': 0.05535435177851743}",20,2,19.45821014543343,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2895,False,"{'a': 0.01, 'e': 0.05529902509469138}",25,11,23.063949747945127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2896,False,"{'a': 0.01, 'e': 0.055243753709895045}",20,15,-2.4758018132917843,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2897,False,"{'a': 0.01, 'e': 0.055188537568857}",20,12,17.327006857250417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2898,False,"{'a': 0.01, 'e': 0.05513337661636114}",30,0,33.76749407157556,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
2899,False,"{'a': 0.01, 'e': 0.05507827079724649}",20,11,20.084263087668205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2900,False,"{'a': 0.01, 'e': 0.05502322005640723}",20,12,4.471581289774996,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2901,False,"{'a': 0.01, 'e': 0.054968224338792594}",20,14,12.426033566692615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2902,False,"{'a': 0.01, 'e': 0.05491328358940689}",20,7,27.063867084598655,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2903,False,"{'a': 0.01, 'e': 0.05485839775330936}",35,17,24.499365962651485,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2904,False,"{'a': 0.01, 'e': 0.054803566775614154}",25,5,-8.549313801837693,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
2905,False,"{'a': 0.01, 'e': 0.054748790601490266}",25,16,11.94171271688599,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2906,False,"{'a': 0.01, 'e': 0.05469406917616156}",25,9,28.26707799034312,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2907,False,"{'a': 0.01, 'e': 0.054639402444906594}",25,11,28.395818386062327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2908,False,"{'a': 0.01, 'e': 0.054584790353058625}",25,14,19.337377735726346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2909,False,"{'a': 0.01, 'e': 0.054530232846005534}",20,8,17.07727010696883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2910,False,"{'a': 0.01, 'e': 0.05447572986918986}",35,23,26.443935116300224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2911,False,"{'a': 0.01, 'e': 0.05442128136810859}",20,5,22.124317193375553,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2912,False,"{'a': 0.01, 'e': 0.05436688728831322}",25,16,-2.0169240921859646,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
2913,False,"{'a': 0.01, 'e': 0.05431254757540965}",30,16,-19.938805532498115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2914,False,"{'a': 0.01, 'e': 0.05425826217505821}",30,12,30.58757370600535,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2915,False,"{'a': 0.01, 'e': 0.054204031032973464}",30,19,23.74902997640788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2916,False,"{'a': 0.01, 'e': 0.05414985409492427}",20,0,30.662385354345126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2917,False,"{'a': 0.01, 'e': 0.054095731306733646}",25,8,30.578982003752273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2918,False,"{'a': 0.01, 'e': 0.054041662614278875}",20,2,24.083114881712767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2919,False,"{'a': 0.01, 'e': 0.05398764796349122}",30,13,29.689381524888308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2920,False,"{'a': 0.01, 'e': 0.05393368730035602}",20,8,23.410261293544803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2921,False,"{'a': 0.01, 'e': 0.0538797805709126}",25,14,22.484712091027262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2922,False,"{'a': 0.01, 'e': 0.05382592772125425}",20,8,21.072854358084793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2923,False,"{'a': 0.01, 'e': 0.05377212869752812}",20,16,6.548443167367638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2924,False,"{'a': 0.01, 'e': 0.053718383445935165}",25,15,18.172776353955662,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2925,False,"{'a': 0.01, 'e': 0.05366469191273011}",20,12,19.692964807481328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2926,False,"{'a': 0.01, 'e': 0.053611054044221465}",20,16,7.359558643461861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2927,False,"{'a': 0.01, 'e': 0.053557469786771325}",20,5,27.835466035131365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2928,False,"{'a': 0.01, 'e': 0.05350393908679544}",20,8,23.031810264889465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2929,False,"{'a': 0.01, 'e': 0.05345046189076308}",30,19,19.9112891404505,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2930,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,12,3.562885647780451,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2931,False,"{'a': 0.01, 'e': 0.05334366779667368}",35,24,22.191575299362633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2932,False,"{'a': 0.01, 'e': 0.053290350791822524}",20,6,17.390860119206714,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2933,False,"{'a': 0.01, 'e': 0.05323708707732657}",20,8,16.634229909101897,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2934,False,"{'a': 0.01, 'e': 0.05318387659992216}",35,22,22.1381317461421,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2935,False,"{'a': 0.01, 'e': 0.05313071930639878}",20,0,30.081561033728402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2936,False,"{'a': 0.01, 'e': 0.053077615143599134}",20,0,29.588964867160836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2937,False,"{'a': 0.01, 'e': 0.05302456405841903}",20,9,19.91188009024788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2938,False,"{'a': 0.01, 'e': 0.052971565997807425}",25,11,22.581011859296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2939,False,"{'a': 0.01, 'e': 0.052918620908766235}",25,11,25.31348713388199,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2940,False,"{'a': 0.01, 'e': 0.05286572873835037}",25,3,12.833240781310725,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2941,False,"{'a': 0.01, 'e': 0.05281288943366762}",25,16,17.07293260372535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2942,False,"{'a': 0.01, 'e': 0.052760102941878724}",30,23,12.012382419183211,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2943,False,"{'a': 0.01, 'e': 0.05270736921019717}",25,12,23.439491328276432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2944,False,"{'a': 0.01, 'e': 0.05265468818588921}",20,7,20.792651992464304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2945,False,"{'a': 0.01, 'e': 0.05260205981627384}",30,23,11.706646070635975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2946,False,"{'a': 0.01, 'e': 0.05254948404872264}",20,11,19.055834424088797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2947,False,"{'a': 0.01, 'e': 0.05249696083065988}",30,22,14.141997773676731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2948,False,"{'a': 0.01, 'e': 0.05244449010956234}",25,8,9.427405627769167,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2949,False,"{'a': 0.01, 'e': 0.052392071832959276}",25,19,3.1664211450849487,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2950,False,"{'a': 0.01, 'e': 0.05233970594843238}",25,17,16.51554592955077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2951,False,"{'a': 0.01, 'e': 0.05228739240361583}",25,18,12.44013169799234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2952,False,"{'a': 0.01, 'e': 0.05223513114619603}",25,9,28.639066260399225,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2953,False,"{'a': 0.01, 'e': 0.052182922123911735}",20,12,11.377581176605958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2954,False,"{'a': 0.01, 'e': 0.05213076528455389}",35,20,27.846768059868804,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2955,False,"{'a': 0.01, 'e': 0.05207866057596569}",20,9,19.085462032317412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2956,False,"{'a': 0.01, 'e': 0.052026607946042414}",20,11,17.62825442113596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2957,False,"{'a': 0.01, 'e': 0.05197460734273142}",25,11,22.649434525406654,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2958,False,"{'a': 0.01, 'e': 0.05192265871403207}",25,13,22.729521115928257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2959,False,"{'a': 0.01, 'e': 0.051870762007995785}",30,15,30.353378146172904,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2960,False,"{'a': 0.01, 'e': 0.05181891717272583}",25,13,22.222811641349217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2961,False,"{'a': 0.01, 'e': 0.051767124156377374}",20,12,-7.671021977656027,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2962,False,"{'a': 0.01, 'e': 0.05171538290715736}",20,7,26.355020575765977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2963,False,"{'a': 0.01, 'e': 0.05166369337332458}",25,15,19.82138480196222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2964,False,"{'a': 0.01, 'e': 0.05161205550318949}",25,8,-7.135614020050413,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2965,False,"{'a': 0.01, 'e': 0.0515604692451142}",25,8,16.952162988372827,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2966,False,"{'a': 0.01, 'e': 0.051508934547512424}",30,20,17.602623140743287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2967,False,"{'a': 0.01, 'e': 0.051457451358849514}",25,15,19.58889059676217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2968,False,"{'a': 0.01, 'e': 0.051406019627642255}",25,16,8.691767310780453,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2969,False,"{'a': 0.01, 'e': 0.051354639302458906}",20,14,10.304191447557745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2970,False,"{'a': 0.01, 'e': 0.05130331033191911}",20,9,12.85760720360268,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2971,False,"{'a': 0.01, 'e': 0.05125203266469395}",20,9,19.55683578743673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2972,False,"{'a': 0.01, 'e': 0.05120080624950572}",20,12,10.820856609862732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2973,False,"{'a': 0.01, 'e': 0.05114963103512801}",20,9,10.513162489926284,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2974,False,"{'a': 0.01, 'e': 0.05109850697038558}",30,16,6.316727852381328,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2975,False,"{'a': 0.01, 'e': 0.051047434004154395}",35,13,39.29654777637478,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2976,False,"{'a': 0.01, 'e': 0.050996412085361466}",25,7,28.1438522532049,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2977,False,"{'a': 0.01, 'e': 0.05094544116298488}",25,18,-0.7600963081882743,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2978,False,"{'a': 0.01, 'e': 0.05089452118605367}",30,14,32.52522212008688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2979,False,"{'a': 0.01, 'e': 0.05084365210364792}",20,12,-5.590774952620012,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2980,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,6,21.238031784776105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2981,False,"{'a': 0.01, 'e': 0.05074206641898719}",20,0,33.432510054479245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2982,False,"{'a': 0.01, 'e': 0.050691349715146494}",25,10,9.39896612812532,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2983,False,"{'a': 0.01, 'e': 0.05064068370265976}",25,7,26.688586375621366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2984,False,"{'a': 0.01, 'e': 0.05059006833086096}",25,2,33.57609339519613,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2985,False,"{'a': 0.01, 'e': 0.050539503549134696}",30,20,16.8857099159113,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2986,False,"{'a': 0.01, 'e': 0.05048898930691617}",25,18,14.75329465007917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2987,False,"{'a': 0.01, 'e': 0.05043852555369119}",25,0,34.80371887066816,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2988,False,"{'a': 0.01, 'e': 0.05038811223899596}",20,16,7.346806624078562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2989,False,"{'a': 0.01, 'e': 0.05033774931241717}",20,4,17.47246365703574,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2990,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,7,14.859467025610314,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2991,False,"{'a': 0.01, 'e': 0.050237174422207494}",20,9,18.584485054125388,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2992,False,"{'a': 0.01, 'e': 0.050186962358001734}",25,16,15.928540273820534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2993,False,"{'a': 0.01, 'e': 0.050136800480762515}",30,7,3.338287299153612,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
2994,False,"{'a': 0.01, 'e': 0.05008668874032793}",30,17,4.629658866287459,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2995,False,"{'a': 0.01, 'e': 0.05003662708658628}",30,14,31.60313444101936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2996,False,"{'a': 0.01, 'e': 0.049986615469475894}",25,0,40.63059866090544,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2997,False,"{'a': 0.01, 'e': 0.049936653838985136}",20,6,-29.120709902293683,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
2998,False,"{'a': 0.01, 'e': 0.04988674214515236}",30,16,30.60514606726663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2999,False,"{'a': 0.01, 'e': 0.0498368803380659}",20,10,13.464744758081856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3000,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,12,5.20401368300818,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3001,False,"{'a': 0.01, 'e': 0.0497373061847345}",20,6,22.078122772505857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3002,False,"{'a': 0.01, 'e': 0.04968759373891536}",20,12,12.311680811780848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.01, 'e': 0.04963793098069413}",20,13,9.506954060313916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3004,False,"{'a': 0.01, 'e': 0.049588317860408}",25,7,24.660803674259576,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.01, 'e': 0.04953875432844388}",30,17,21.444602081756695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3006,False,"{'a': 0.01, 'e': 0.04948924033523819}",25,20,8.562040958386058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3007,False,"{'a': 0.01, 'e': 0.049439775831276976}",30,4,35.57108642652112,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
3008,False,"{'a': 0.01, 'e': 0.049390360767095715}",30,7,31.359905621169375,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
3009,False,"{'a': 0.01, 'e': 0.04934099509327934}",25,5,30.79267649611046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3010,False,"{'a': 0.01, 'e': 0.04929167876046215}",25,15,19.861610877848396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3011,False,"{'a': 0.01, 'e': 0.04924241171932785}",30,19,20.21835658506908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3012,False,"{'a': 0.01, 'e': 0.04919319392060936}",20,2,26.463449533761693,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
3013,False,"{'a': 0.01, 'e': 0.04914402531508891}",25,17,14.121786998592551,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3014,False,"{'a': 0.01, 'e': 0.04909490585359783}",20,8,21.901125785141897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3015,False,"{'a': 0.01, 'e': 0.04904583548701673}",25,15,20.268650626894193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3016,False,"{'a': 0.01, 'e': 0.0489968141662752}",20,6,26.722704260573085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3017,False,"{'a': 0.01, 'e': 0.048947841842351916}",30,17,21.653105519012247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3018,False,"{'a': 0.01, 'e': 0.04889891846627454}",25,19,12.503346599609918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3019,False,"{'a': 0.01, 'e': 0.04885004398911972}",25,7,31.490427923030495,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3020,False,"{'a': 0.01, 'e': 0.04880121836201296}",30,17,20.020741278016644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3021,False,"{'a': 0.01, 'e': 0.04875244153612863}",35,18,-20.182713722239427,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
3022,False,"{'a': 0.01, 'e': 0.048703713462689875}",30,20,8.55207850526165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3023,False,"{'a': 0.01, 'e': 0.04865503409296867}",20,14,-30.419427552695957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
3024,False,"{'a': 0.01, 'e': 0.048606403378285604}",30,20,17.670500634183373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3025,False,"{'a': 0.01, 'e': 0.048557821270009974}",20,5,25.415695893354677,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3026,False,"{'a': 0.01, 'e': 0.04850928771955963}",20,5,-25.900903513912223,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
3027,False,"{'a': 0.01, 'e': 0.048460802678401076}",25,2,31.089315526389413,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3028,False,"{'a': 0.01, 'e': 0.04841236609804924}",30,20,17.270660665279877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3029,False,"{'a': 0.01, 'e': 0.04836397793006753}",25,13,25.58601182549158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3030,False,"{'a': 0.01, 'e': 0.04831563812606777}",20,11,4.7518524914618645,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3031,False,"{'a': 0.01, 'e': 0.04826734663771017}",20,10,17.973514815658227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3032,False,"{'a': 0.01, 'e': 0.04821910341670324}",25,9,17.341019582891356,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3033,False,"{'a': 0.01, 'e': 0.048170908414803745}",25,17,18.45495545158411,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3034,False,"{'a': 0.01, 'e': 0.048122761583816655}",20,0,34.331052887187454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3035,False,"{'a': 0.01, 'e': 0.04807466287559518}",35,21,22.424779117502233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3036,False,"{'a': 0.01, 'e': 0.048026612242040585}",20,5,27.26455716145514,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3037,False,"{'a': 0.01, 'e': 0.04797860963510223}",20,0,19.65636509621271,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3038,False,"{'a': 0.01, 'e': 0.0479306550067775}",25,15,8.123972685448257,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
